LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,SalePrice,Categoria
13680,3,5,0,2,0,4,8,1,452,139600,2
16056,9,5,1992,3,1,4,11,1,716,556581,3
9245,5,5,990,1,0,3,5,0,672,145000,2
21750,5,4,0,1,0,3,9,1,336,115000,1
11100,4,7,0,1,0,2,6,0,308,84900,1
8993,7,5,1302,2,0,3,6,0,436,176485,2
11175,7,5,1316,2,0,3,6,1,440,200141,2
9500,6,6,816,1,1,4,9,1,540,165000,2
8562,5,6,1216,1,0,4,7,1,364,144500,2
11367,8,5,1065,2,1,3,7,1,586,255000,3
11361,6,5,1193,2,0,3,7,1,478,180000,2
7052,7,5,1364,2,0,2,6,1,484,185850,2
29959,7,6,973,2,1,3,7,1,467,248000,3
11308,9,5,1104,2,1,3,10,1,836,335000,3
11275,6,7,854,1,1,3,7,1,432,220000,2
4920,8,5,1338,2,0,2,6,0,582,213500,2
18000,3,4,894,1,0,2,6,0,1248,81000,1
13600,5,5,662,2,0,5,10,0,560,90000,1
6000,6,6,1103,1,0,2,5,1,440,110500,1
11000,5,6,1154,1,1,3,6,1,480,154000,2
14000,7,5,1306,2,1,3,7,0,533,328000,3
7837,6,7,799,2,1,3,7,1,380,178000,2
9760,6,6,780,1,1,4,7,0,442,167900,2
3964,6,4,942,2,1,5,10,1,576,151400,2
9600,5,7,845,1,0,2,4,0,576,135000,2
10152,5,5,1048,1,0,3,6,0,286,135000,2
11700,6,6,727,1,1,4,8,0,441,154000,2
7585,5,3,810,1,0,4,7,1,280,91500,1
7950,6,6,690,1,1,3,6,0,440,159500,2
8556,7,5,1240,2,0,2,5,0,826,194000,2
13125,7,6,800,1,1,3,6,2,240,219500,2
10800,5,8,796,2,0,3,7,1,566,170000,2
15870,5,5,1096,1,0,3,6,0,299,138800,2
4435,6,5,848,1,0,1,3,1,420,155900,2
8775,5,5,990,1,0,3,5,0,299,126000,2
11040,6,7,1258,2,0,3,5,0,528,145000,2
7500,5,5,1040,1,1,3,5,0,308,133000,2
8749,7,5,1459,2,0,3,6,1,527,192000,2
8800,6,6,1251,1,0,3,6,2,461,160000,2
13031,6,5,691,2,1,3,6,1,409,187500,2
9069,6,6,936,1,0,2,5,0,564,147000,2
1974,4,5,546,1,1,3,6,0,286,83500,1
10574,8,5,1082,2,1,3,9,1,1043,252000,3
2522,7,5,970,2,0,3,7,0,380,137500,2
3316,8,5,1247,1,1,1,4,1,550,197000,2
8544,3,4,0,2,0,2,6,0,400,92900,1
2160,7,5,600,2,1,2,4,0,462,160000,2
8400,6,5,1181,2,0,4,7,1,576,136500,2
9230,5,8,864,1,1,1,6,0,884,146000,2
5868,5,7,936,1,0,2,4,0,308,129000,2
9317,6,5,1314,2,0,3,6,1,440,176432,2
6882,6,7,684,1,1,3,7,0,0,127000,2
3696,8,5,1074,1,1,2,5,0,461,170000,2
6000,4,6,672,1,0,3,6,0,240,128000,2
11880,7,5,1271,2,0,3,7,1,478,157000,2
8400,2,5,290,1,0,1,3,0,246,60000,1
9758,5,5,950,1,0,3,5,0,280,119500,2
7000,5,7,1010,1,0,2,6,0,254,135000,2
8910,6,6,655,1,0,3,6,1,539,159500,2
2016,5,5,630,2,1,3,6,0,440,106000,1
12256,8,5,1463,2,1,3,9,2,712,325000,3
10357,7,5,910,2,0,3,6,1,719,179900,2
23257,7,5,868,2,1,3,9,1,422,274725,3
8063,6,5,924,2,1,3,7,1,463,181000,2
11362,8,5,1836,2,0,3,7,1,862,280000,3
8000,6,5,773,2,1,3,8,1,431,188000,2
10480,7,6,803,2,1,4,8,1,483,205000,2
7100,5,7,816,1,0,2,5,0,308,129900,2
8923,5,7,1008,1,0,2,6,0,240,134500,2
5400,5,7,833,1,0,2,4,0,326,117000,1
12085,8,5,1734,2,0,3,7,1,928,318000,3
7750,8,5,408,2,1,3,7,1,527,184100,2
9764,5,7,894,1,0,3,5,0,450,130000,2
13825,5,6,533,1,0,3,6,0,300,140000,2
7560,5,5,1040,1,0,3,6,0,286,133700,2
8263,6,5,1012,1,0,2,6,1,308,118400,2
10084,7,5,1552,2,0,3,7,0,782,212900,2
8926,4,3,672,1,0,3,5,0,288,112000,1
9405,5,9,698,1,0,2,4,0,0,118000,2
9125,7,5,384,2,1,3,7,1,392,163900,2
10434,4,5,1005,1,0,2,5,1,672,115000,1
3684,7,5,1373,2,0,2,7,1,660,174000,2
14572,7,5,1530,2,0,3,7,1,630,259000,3
11796,7,5,847,2,1,4,8,1,434,215000,2
7200,5,5,936,1,0,2,4,0,672,140000,2
7804,4,3,1122,2,0,4,7,2,576,135000,2
10712,5,5,974,1,0,3,5,0,0,93500,1
9900,6,4,1008,2,0,5,8,0,205,117500,2
9828,8,5,1128,2,1,3,8,1,466,239500,3
8773,6,5,916,2,1,3,7,1,460,169000,2
6180,6,5,960,1,0,2,5,1,180,102000,1
9600,6,5,1032,1,0,3,6,0,288,119000,2
6342,5,8,780,1,0,2,6,0,0,94000,1
9819,6,5,1567,2,0,2,5,2,714,196000,2
8731,5,5,915,1,0,3,6,1,495,144000,2
7350,5,7,952,1,0,2,4,0,840,139000,2
10304,5,7,780,2,1,4,9,1,484,197500,2
9965,8,5,1466,3,0,4,11,1,1052,424870,3
9000,5,3,1006,1,0,3,5,0,0,80000,1
12180,4,4,672,1,0,2,5,0,280,80000,1
6240,5,6,1042,1,0,3,8,1,225,149000,2
11200,6,5,1298,2,0,3,5,1,403,180000,2
12000,7,7,704,1,1,3,7,1,234,174500,2
5700,7,7,572,1,0,2,5,1,288,116900,1
9000,7,9,650,1,0,3,7,0,324,143000,2
8280,6,5,932,1,0,2,4,1,306,124000,2
17755,5,4,1466,1,1,3,6,2,528,149900,2
14115,6,7,1073,1,0,2,6,1,470,230000,2
5890,6,8,816,1,0,2,5,0,432,120500,2
13700,7,6,864,1,2,4,8,2,492,201800,2
10768,5,8,1437,2,0,3,6,1,528,218000,2
9350,5,8,1219,2,0,3,6,1,502,179900,2
5001,7,5,1314,2,0,2,6,1,626,230000,2
11932,8,5,1580,2,0,3,7,0,830,235128,3
9120,6,6,901,2,1,4,8,1,540,185000,2
2280,6,5,855,2,1,3,7,1,440,146000,2
14778,6,7,1296,1,0,3,7,1,924,224000,2
8724,5,5,894,1,0,3,5,1,450,129000,2
12900,4,4,1198,0,2,0,6,0,400,108959,1
16157,5,7,1360,1,1,2,5,1,588,194000,2
9541,7,5,1502,2,0,3,7,0,644,233170,3
10475,8,5,1694,2,0,3,7,0,776,245350,3
10852,6,5,959,2,1,3,7,1,472,173000,2
13728,6,7,1127,2,0,4,7,2,540,235000,3
35760,10,5,1930,3,1,4,10,1,807,625000,3
9880,6,6,1096,1,0,3,6,1,358,171000,2
9120,6,6,1261,1,0,3,6,1,433,163000,2
4017,7,5,625,2,1,2,5,0,625,171900,2
18030,5,6,1598,3,0,3,12,1,0,200500,2
16560,6,8,952,2,1,4,9,1,360,239000,3
10678,8,5,1683,2,1,4,9,1,541,285000,3
6951,5,5,876,1,0,3,5,0,264,119500,2
3950,6,8,818,1,0,3,5,0,210,115000,1
7681,5,6,731,1,1,3,7,1,186,154900,2
8335,5,5,0,1,0,3,5,1,0,93000,1
11170,7,5,1216,2,1,4,8,0,693,250000,3
5587,8,5,1600,2,0,2,5,1,482,392500,3
15623,10,5,2396,3,1,4,10,2,813,745000,3
10800,5,6,1120,1,0,2,5,1,720,120000,2
35133,5,4,1572,1,1,3,5,2,995,186700,2
9738,5,7,784,1,0,4,7,0,392,104900,1
10615,3,5,978,2,0,3,7,0,420,95000,1
12461,8,5,1624,2,0,2,5,1,757,262000,3
8935,7,5,831,2,1,3,7,0,493,195000,2
7500,7,5,994,2,1,3,7,1,442,189000,2
32463,4,4,1249,1,0,3,7,1,1356,168000,2
2645,8,5,776,2,1,2,5,0,492,174000,2
9600,5,8,702,1,0,3,6,0,250,125000,2
4500,6,5,1224,2,0,2,5,0,402,165000,2
9364,6,7,663,1,1,4,7,0,299,158000,2
8029,6,5,728,2,1,3,8,0,400,176000,2
14054,7,5,879,2,1,4,9,1,660,219210,2
8850,7,6,815,1,0,3,7,1,225,144000,2
9100,7,5,1212,2,0,3,6,0,573,178000,2
11235,4,5,1051,1,1,3,6,1,459,148000,2
9353,4,5,864,1,0,3,5,0,280,116050,1
10400,7,5,866,2,1,3,6,0,546,197900,2
6000,5,8,884,1,0,3,5,1,216,117000,1
9750,7,5,1630,2,0,3,6,1,451,213000,2
10140,5,6,1056,1,1,3,6,0,495,153500,2
14684,7,7,2158,2,0,3,7,1,701,271900,3
8900,4,4,1056,1,0,2,5,0,384,107000,1
9135,6,5,1682,2,0,3,7,0,544,200000,2
7763,5,7,931,1,0,3,6,0,506,140000,2
10182,8,5,1660,2,0,3,8,1,500,290000,3
11218,6,5,1055,2,1,3,8,1,462,189000,2
12134,8,7,559,2,0,4,8,0,492,164000,2
9340,4,6,672,1,0,2,4,0,234,113000,1
10246,4,9,648,0,0,0,3,0,364,145000,2
10205,5,5,925,1,0,3,6,0,300,134500,2
7094,5,5,894,1,0,3,5,0,384,125000,2
8930,6,5,0,2,0,4,8,0,539,112000,1
8640,8,5,1300,2,0,3,6,0,552,229456,2
6240,4,5,0,1,0,2,3,0,0,80500,1
1680,6,5,672,1,1,3,7,0,0,91500,1
7800,5,5,912,1,0,2,5,0,288,115000,1
8250,5,5,952,1,0,3,5,1,322,134000,2
10496,6,6,1040,2,0,3,7,1,315,143000,2
10680,5,3,2136,2,0,4,7,0,528,137900,2
15384,7,5,788,2,1,3,8,1,388,184000,2
10482,6,8,588,1,0,3,6,0,264,145000,2
14598,6,5,894,2,1,4,9,1,668,214000,2
8872,5,8,912,1,0,2,5,0,576,147000,2
8769,9,5,1702,1,1,1,7,1,1052,367294,3
7910,5,5,1075,2,0,4,7,0,404,127000,2
18890,5,5,1361,2,2,4,12,1,600,190000,2
7728,5,6,1106,1,0,3,6,0,540,132500,2
9842,4,5,0,2,0,2,6,0,462,101800,1
12160,5,5,1188,1,0,3,6,0,531,142000,2
8525,5,6,940,1,1,4,7,0,0,130000,2
13132,5,5,747,1,1,4,9,0,180,138887,2
2628,7,5,764,2,1,2,6,0,474,175500,2
12393,7,5,847,2,1,4,8,1,434,195000,2
13072,6,5,1141,1,1,3,6,0,484,142500,2
9037,8,5,1476,2,0,2,6,1,472,265900,3
8158,7,5,884,2,1,3,8,0,543,224900,2
9849,7,6,1689,2,0,3,7,0,954,248328,3
10625,7,6,1053,2,0,3,6,2,528,170000,2
13891,10,5,2076,2,1,2,7,1,850,465000,3
11435,8,7,792,1,0,3,7,2,400,230000,2
12090,6,7,585,3,1,3,7,1,477,178000,2
8125,7,5,756,2,1,3,6,0,615,186500,2
12328,6,5,1012,1,0,3,6,0,888,169900,2
9600,6,5,735,1,1,3,8,1,396,129500,2
7200,5,7,876,1,0,3,6,0,276,119000,2
11160,7,5,2110,2,1,3,8,2,522,244000,3
3136,7,5,1405,2,0,2,6,1,478,171750,2
9858,5,6,864,1,0,3,5,0,288,130000,2
17542,7,7,1192,2,1,3,9,2,518,294000,3
6931,7,5,746,2,1,3,7,1,397,165400,2
6240,6,6,884,1,0,3,6,1,560,127500,2
14303,8,5,1986,2,0,2,7,1,691,301500,3
4060,5,8,864,1,0,2,4,0,0,99900,1
9587,7,5,856,2,0,2,5,0,400,190000,2
9750,6,8,1054,1,1,3,6,0,460,151000,2
24682,6,5,841,2,1,3,7,1,502,181000,2
9600,5,6,1050,1,0,2,5,0,338,128900,2
11250,4,5,1104,1,0,5,8,2,304,161500,2
13515,6,6,764,1,0,3,8,1,520,180500,2
4060,6,5,1405,2,0,2,5,0,511,181000,2
3735,7,5,691,2,1,3,6,0,506,183900,2
10120,7,4,925,1,1,4,9,1,308,122000,2
13214,9,5,2002,2,0,3,10,1,746,378500,3
14100,8,9,728,3,1,4,11,2,1014,381000,3
11344,5,5,874,1,1,3,7,0,315,144000,2
23595,7,6,1332,0,1,0,4,1,586,260000,3
9156,6,7,1489,2,0,3,7,1,462,185750,2
13526,5,6,935,1,0,3,5,0,288,137000,2
11512,6,7,1019,1,0,2,5,1,312,177000,2
5362,5,6,661,2,0,3,8,1,552,139000,2
11345,5,5,928,2,0,4,10,0,400,137000,2
12936,6,6,723,1,1,3,6,1,497,162000,2
17871,6,5,1680,1,1,3,7,1,480,197900,2
9473,8,5,1128,2,1,3,7,1,577,237000,3
7500,4,4,698,1,0,2,6,0,528,68400,1
9808,7,5,1573,2,0,3,6,0,544,227000,2
8049,7,5,1309,2,0,2,6,1,484,180000,2
8800,5,7,1040,2,0,3,5,0,484,150500,2
9400,6,5,912,2,2,4,8,0,0,139000,2
9638,6,7,804,2,0,4,10,1,336,169000,2
6000,6,6,780,1,0,4,6,1,280,132500,2
9790,6,5,1328,1,1,3,6,2,528,143000,2
36500,5,5,1624,2,0,4,7,0,390,190000,2
5664,8,5,1501,2,0,2,5,1,499,278000,3
11065,8,5,1085,2,1,3,8,1,753,281000,3
14112,5,7,1152,1,0,3,6,1,484,180500,2
1680,5,7,630,2,1,3,6,0,264,119500,2
6600,5,4,994,2,0,4,11,0,432,107500,1
10140,7,5,832,2,1,4,8,1,528,162900,2
8172,5,7,864,1,0,2,5,0,572,115000,1
8400,5,5,1052,1,1,3,5,0,288,138500,2
8700,5,6,1120,2,0,3,6,0,525,155000,2
3675,6,5,547,2,0,2,5,0,525,140000,2
63887,10,5,6110,2,1,3,12,3,1418,160000,2
7500,5,7,1246,1,1,3,6,0,305,154000,2
10762,7,5,978,2,1,3,9,1,490,225000,2
7500,6,7,771,1,0,3,7,2,213,177500,2
10120,8,5,1165,2,1,4,8,1,844,290000,3
8688,7,5,1616,2,0,3,7,0,834,232000,3
3363,7,5,976,2,0,3,7,0,380,130000,2
13173,9,5,1652,2,0,2,6,2,840,325000,3
6955,7,5,1368,2,0,2,6,1,474,202500,2
8072,5,5,990,1,0,3,5,0,480,138000,2
12000,5,7,924,1,0,2,6,0,528,147000,2
7153,6,5,1278,2,0,3,6,0,496,179200,2
17500,7,8,1902,2,0,3,7,2,567,335000,3
8814,7,5,1274,2,0,3,6,0,508,203000,2
9572,8,5,1453,2,1,4,9,1,750,302000,3
14774,9,5,1393,2,1,4,10,1,779,333168,3
8190,4,6,948,1,0,3,5,1,280,119000,2
11075,6,5,952,2,1,4,9,2,576,206900,2
10226,8,5,1622,2,0,3,8,1,860,295493,3
4230,7,5,1352,2,0,2,5,1,466,208900,2
14781,8,5,1753,2,0,3,7,1,748,275000,3
10215,4,5,864,1,0,3,5,0,248,111000,1
8400,6,3,1478,1,1,3,6,2,442,156500,2
6627,3,6,0,1,0,2,4,0,287,72500,1
10186,7,5,750,2,1,3,8,1,564,190000,2
5330,4,7,420,1,0,2,5,0,0,82500,1
9986,8,5,1795,2,0,2,7,1,895,147000,2
3636,4,4,796,1,0,2,5,0,0,55000,1
4270,3,6,544,1,0,3,6,0,0,79000,1
6600,5,9,816,1,0,3,5,1,264,130500,2
10440,6,7,1510,2,0,5,8,2,520,256000,3
9084,7,5,935,2,1,3,8,1,462,176500,2
10000,8,5,1588,2,0,3,7,1,825,227000,2
10780,5,5,911,1,0,3,6,0,576,132500,2
8877,4,6,816,1,0,2,3,1,288,100000,1
7200,5,6,803,1,1,2,6,0,297,125500,2
2368,5,6,765,1,1,3,7,0,440,125000,2
9650,6,5,1350,2,0,2,6,1,630,167900,2
9246,5,5,1656,2,0,4,8,0,506,135000,2
4118,4,4,693,1,0,2,4,0,0,52500,1
13450,7,5,916,2,1,3,8,0,492,200000,2
9560,5,7,864,1,0,3,5,0,288,128500,2
8294,4,5,858,1,0,3,5,0,480,123000,2
13695,6,5,1114,1,0,3,6,0,576,155000,2
9375,8,5,1284,2,1,3,7,1,647,228500,2
7558,6,6,896,1,1,3,9,1,342,177000,2
11103,7,5,728,2,1,3,8,1,440,155835,2
6000,4,4,960,1,0,2,5,0,308,108500,1
20781,7,7,1568,2,0,3,9,1,508,262500,3
15306,8,5,1732,2,0,3,7,1,712,283463,3
16196,7,5,1482,2,0,3,5,1,514,215000,2
5250,8,5,684,2,0,4,8,0,0,122000,2
11643,5,5,1248,2,2,6,12,0,968,200000,2
9247,6,6,858,1,1,4,8,1,490,171000,2
6000,6,9,698,1,0,2,4,0,624,134900,2
14720,8,5,2033,2,1,4,9,1,666,410000,3
10316,7,5,992,2,1,3,7,1,839,235000,3
10192,7,6,570,3,0,4,8,1,487,170000,2
9477,5,5,864,1,0,3,5,0,264,110000,1
12537,5,6,1078,1,1,3,6,1,500,149900,2
2117,6,5,756,2,1,3,5,0,440,177500,2
16737,9,5,1980,2,0,3,8,1,770,315000,3
9842,5,6,612,3,1,4,8,0,621,189000,2
16158,7,5,1530,2,0,3,7,1,430,260000,3
12513,4,4,715,2,0,4,7,1,368,104900,1
8499,6,5,616,2,1,3,6,1,432,156932,2
3180,7,5,600,2,1,2,4,0,480,144152,2
7500,7,5,814,2,1,3,7,0,663,216000,2
9179,7,5,873,2,1,3,7,0,588,193000,2
2665,5,6,757,2,0,4,6,1,336,127000,2
4435,6,5,848,1,0,1,4,0,420,144000,2
10635,8,5,1657,2,0,3,8,1,502,232000,3
5400,4,6,840,1,0,2,6,0,338,105000,1
9600,6,6,992,1,0,3,8,1,377,165500,2
9750,7,6,1108,2,1,3,8,1,583,274300,3
11400,10,5,2633,2,1,2,8,2,804,466500,3
10625,7,5,1026,2,1,3,9,1,936,250000,3
10991,8,5,1571,2,0,3,7,1,722,239000,3
6292,6,5,768,1,0,2,4,0,160,91000,1
10998,5,5,984,2,0,3,6,0,660,117000,1
1953,6,5,483,1,1,2,5,0,264,83000,1
9735,5,5,384,2,1,3,7,0,400,167500,2
8212,3,3,864,1,0,2,5,0,200,58500,1
12925,6,7,1205,2,1,4,7,2,550,237500,3
7200,7,7,596,1,1,4,8,0,576,157000,2
25339,5,7,816,2,0,3,7,0,576,112000,1
9060,6,5,560,1,0,2,6,0,280,105000,1
5436,4,8,796,1,0,3,7,0,240,125500,2
16692,7,5,1392,3,1,5,12,2,564,250000,3
8520,6,7,714,2,0,5,10,1,216,136000,2
14892,9,5,1746,2,0,3,7,2,758,377500,3
6000,6,6,735,1,0,3,6,1,440,131000,2
9100,7,5,1525,2,0,3,6,0,541,235000,3
8944,5,5,1584,2,0,4,8,0,792,124000,2
7838,5,5,864,1,0,3,6,1,288,123000,2
10800,6,7,482,2,0,3,7,1,672,163000,2
4045,7,5,1356,2,0,2,6,1,648,246578,3
12665,8,5,1094,2,1,4,9,1,642,281213,3
57200,5,5,747,1,0,3,7,2,572,160000,2
6120,5,8,939,1,1,4,8,0,180,137500,2
7200,5,4,1208,1,1,3,7,0,240,138000,2
6171,6,6,976,2,1,3,7,1,216,137450,2
6000,6,7,862,1,0,3,5,1,208,120000,2
7415,6,5,839,2,1,3,8,1,398,193000,2
6762,7,5,1286,2,0,2,6,1,662,193879,2
15256,8,5,1485,2,0,3,6,0,754,282922,3
10410,3,4,672,1,0,3,6,0,936,105000,1
3842,8,5,1594,2,0,2,5,1,482,275000,3
8445,5,7,768,1,0,2,5,0,396,133000,2
8780,5,5,833,1,0,3,5,0,0,112000,1
7740,4,7,622,1,0,3,6,0,528,125500,2
20544,7,6,791,2,1,3,7,1,542,215000,2
12420,7,5,944,2,1,3,6,0,622,230000,2
9600,6,8,856,1,1,3,6,0,271,140000,2
7200,4,5,0,2,0,2,6,0,420,90000,1
10994,8,5,1844,2,0,2,7,1,620,257000,3
13053,6,7,833,1,1,4,8,1,370,207000,2
3635,7,5,1386,2,0,1,7,1,660,175900,2
11340,4,6,777,2,0,4,11,0,560,122500,2
16545,8,5,1284,2,1,3,7,1,1069,340000,3
9204,5,5,1144,1,1,3,6,0,336,124000,2
16381,6,5,1844,2,0,3,7,1,540,223000,2
11700,6,6,708,2,1,3,7,1,776,179900,2
4043,6,5,1069,2,0,2,4,1,440,127500,2
4435,6,5,848,1,0,1,3,0,420,136500,2
19690,6,7,697,2,0,4,8,1,432,274970,3
9503,5,5,1024,1,0,2,6,1,484,144000,2
10721,6,6,1252,1,0,3,7,0,528,142000,2
10944,7,5,1223,2,1,3,5,2,525,271000,3
10930,5,6,913,1,1,3,6,1,288,140000,2
7200,5,7,788,1,0,2,4,2,240,119000,2
12546,6,7,1440,2,0,3,7,1,467,182900,2
21930,5,5,732,2,1,4,7,1,372,192140,2
4928,6,6,958,2,0,2,5,0,440,143750,2
10800,4,6,656,2,0,4,5,0,216,64500,1
10261,6,5,936,2,1,3,8,1,451,186500,2
17400,5,5,1126,2,0,3,5,1,484,160000,2
8400,6,9,1319,1,1,3,7,1,462,174000,2
9000,4,6,864,1,0,3,5,0,528,120500,2
12444,8,5,1932,2,0,2,7,1,774,394617,3
7407,6,7,912,1,0,2,6,0,923,149700,2
11584,7,6,539,2,1,3,6,1,550,197000,2
11526,6,7,588,2,0,3,11,1,672,191000,2
4426,6,5,848,1,0,1,3,1,420,149300,2
11003,10,5,1017,2,1,3,10,1,812,310000,3
8854,6,6,952,1,0,2,4,1,192,121000,2
8500,7,5,1422,2,0,3,7,0,626,179600,2
8400,6,5,814,1,0,3,6,0,240,129000,2
26142,5,7,1188,1,0,3,6,0,312,157900,2
10000,8,5,1220,2,1,3,8,1,556,240000,3
11767,4,7,560,1,1,2,6,0,384,112000,1
1533,5,7,630,1,0,1,3,0,0,92000,1
9000,5,5,896,2,2,4,8,0,0,136000,2
9262,8,5,1573,2,0,3,7,1,840,287090,3
3675,5,5,547,1,0,2,5,0,525,145000,2
17217,5,5,1140,1,0,3,6,0,0,84500,1
7500,7,5,1221,2,0,2,6,0,400,185000,2
7917,6,5,953,2,1,3,7,1,460,175000,2
13175,6,6,1542,2,0,3,7,2,500,210000,2
9042,7,9,1152,2,0,4,9,2,252,266500,3
9717,5,6,1078,1,0,2,5,0,240,142125,2
9937,5,6,1256,1,1,3,6,0,276,147500,2
